,g,k,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,label
3843,0.38,0.44,0.67499268,0.42090396,0.45398806,0.4624191,-0.43495905,0.04079514,0.02992665,0.02621694,0.50747552,0.13637654,-0.0884272,-0.16293864,2
3844,0.38,0.45,0.68059989,0.43008377,0.46285563,0.4709451,-0.43394825,0.04231318,0.03055928,0.02654963,0.50187138,0.12924727,-0.09456258,-0.16831651,2
3845,0.38,0.46,0.68606475,0.43907521,0.47145225,0.47918002,-0.43286626,0.04375551,0.03111787,0.0268074,0.49660661,0.12285777,-0.09962397,-0.17249103,2
3846,0.38,0.47,0.69140776,0.44789608,0.47981194,0.48716442,-0.43172641,0.04512998,0.03161068,0.02699899,0.49162324,0.11708602,-0.10378692,-0.17565875,2
3847,0.38,0.48,0.69664305,0.4565596,0.48796129,0.49493026,-0.43053766,0.04644312,0.0320447,0.02713187,0.48687497,0.11183371,-0.10719393,-0.17797966,2
3848,0.38,0.49,0.7017803,0.46507559,0.49592118,0.50250278,-0.42930609,0.04770035,0.03242587,0.02721247,0.48232466,0.1070211,-0.10996151,-0.17958495,2
3849,0.38,0.5,0.70682608,0.47345136,0.50370811,0.50990204,-0.42803578,0.0489062,0.03275928,0.02724633,0.47794236,0.1025831,-0.11218564,-0.18058301,2
3850,0.38,0.51,0.71178476,0.48169236,0.51133514,0.51714403,-0.42672954,0.05006448,0.03304933,0.02723831,0.47370377,0.09846624,-0.11394591,-0.18106401,2
3851,0.38,0.52,0.71665924,0.48980261,0.51881271,0.52424151,-0.42538932,0.05117837,0.03329982,0.02719265,0.46958913,0.09462636,-0.11530875,-0.18110348,2
3852,0.38,0.53,0.72145136,0.49778513,0.52614917,0.53120474,-0.42401652,0.05225057,0.0335141,0.02711314,0.46558229,0.09102679,-0.11632994,-0.18076506,2
3853,0.38,0.54,0.72616228,0.50564217,0.53335125,0.53804195,-0.42261223,0.05328338,0.03369512,0.0270031,0.46167004,0.08763693,-0.1170566,-0.18010271,2
3854,0.38,0.55,0.73079268,0.51337543,0.54042442,0.54475981,-0.42117734,0.05427877,0.0338455,0.02686555,0.4578415,0.08443112,-0.11752873,-0.17916245,2
3855,0.38,0.56,0.73534297,0.52098623,0.54737314,0.5513637,-0.41971264,0.05523843,0.03396756,0.02670317,0.45408772,0.08138775,-0.11778047,-0.17798369,2
3856,0.38,0.57,0.7398134,0.5284756,0.55420111,0.55785803,-0.41821892,0.05616385,0.03406341,0.02651841,0.45040133,0.07848854,-0.11784112,-0.17660038,2
3857,0.38,0.58,0.74420414,0.53584439,0.5609114,0.56424636,-0.41669695,0.05705631,0.03413495,0.02631348,0.44677624,0.07571801,-0.11773586,-0.17504186,2
3858,0.38,0.59,0.74851535,0.54309335,0.56750661,0.57053168,-0.41514755,0.05791696,0.03418391,0.02609041,0.44320741,0.07306293,-0.1174865,-0.1733336,2
3859,0.38,0.6,0.75274721,0.55022314,0.573989,0.57671644,-0.4135716,0.05874684,0.03421186,0.02585103,0.43969067,0.07051203,-0.11711193,-0.17149782,2
3860,0.38,0.61,0.75689997,0.55723444,0.58036051,0.5828027,-0.41197002,0.05954688,0.03422026,0.02559706,0.43622259,0.06805563,-0.11662863,-0.1695539,2
3861,0.38,0.62,0.76097393,0.56412791,0.5866229,0.58879224,-0.41034378,0.06031792,0.03421044,0.02533005,0.4328003,0.06568541,-0.11605097,-0.16751886,2
3862,0.38,0.63,0.76496949,0.57090427,0.59277776,0.59468655,-0.40869391,0.06106076,0.03418365,0.02505144,0.42942146,0.06339419,-0.11539153,-0.16540763,2
3863,0.38,0.64,0.76888714,0.57756424,0.59882654,0.600487,-0.40702148,0.06177613,0.03414103,0.02476255,0.42608411,0.06117577,-0.11466136,-0.16323339,2
3864,0.38,0.65,0.77272744,0.58410866,0.60477065,0.60619478,-0.40532761,0.06246471,0.03408366,0.02446462,0.42278663,0.05902475,-0.11387018,-0.16100774,2
3865,0.38,0.66,0.77649105,0.59053837,0.61061141,0.61181098,-0.40361344,0.06312718,0.03401253,0.02415877,0.41952769,0.05693645,-0.11302657,-0.15874096,2
3866,0.38,0.67,0.78017873,0.59685433,0.61635011,0.61733665,-0.40188014,0.06376415,0.03392858,0.02384606,0.41630618,0.05490677,-0.11213809,-0.15644212,2
3867,0.38,0.68,0.78379129,0.60305755,0.62198803,0.62277275,-0.4001289,0.06437624,0.0338327,0.02352746,0.41312118,0.05293212,-0.11121144,-0.15411928,2
3868,0.38,0.69,0.78732962,0.60914909,0.62752644,0.62812024,-0.39836092,0.06496403,0.0337257,0.02320387,0.40997193,0.05100936,-0.11025254,-0.15177957,2
3869,0.38,0.7,0.79079468,0.61513011,0.6329666,0.63338005,-0.3965774,0.0655281,0.03360837,0.02287613,0.4068578,0.04913569,-0.10926667,-0.1494293,2
3870,0.38,0.71,0.7941875,0.62100182,0.63830979,0.6385531,-0.39477953,0.06606901,0.03348142,0.022545,0.40377823,0.04730866,-0.10825847,-0.1470741,2
3871,0.38,0.72,0.79750915,0.62676549,0.6435573,0.64364033,-0.39296852,0.06658731,0.03334557,0.02221121,0.40073279,0.0455261,-0.10723211,-0.14471892,2
3872,0.38,0.73,0.80076075,0.63242244,0.64871042,0.64864266,-0.39114554,0.06708354,0.03320144,0.02187542,0.39772107,0.04378604,-0.10619125,-0.14236818,2
3873,0.38,0.74,0.80394346,0.63797406,0.65377046,0.65356105,-0.38931176,0.06755823,0.03304965,0.02153823,0.39474276,0.04208674,-0.10513918,-0.14002576,2
3874,0.38,0.75,0.80705847,0.64342177,0.65873877,0.65839647,-0.38746832,0.06801191,0.03289079,0.02120021,0.39179754,0.04042663,-0.10407881,-0.13769512,2
3875,0.38,0.76,0.810107,0.64876703,0.66361668,0.6631499,-0.38561634,0.06844509,0.0327254,0.02086188,0.38888516,0.03880429,-0.10301272,-0.1353793,2
3876,0.38,0.77,0.8130903,0.65401137,0.66840557,0.66782235,-0.3837569,0.06885831,0.032554,0.02052371,0.38600537,0.03721843,-0.10194321,-0.13308096,2
3877,0.38,0.78,0.81600962,0.65915631,0.6731068,0.67241484,-0.38189109,0.06925205,0.03237707,0.02018616,0.38315794,0.03566788,-0.10087232,-0.13080246,2
3878,0.38,0.79,0.81886625,0.66420343,0.67772177,0.67692841,-0.38001991,0.06962682,0.03219507,0.01984961,0.38034265,0.03415156,-0.09980187,-0.12854585,2
3879,0.38,0.8,0.82166147,0.66915432,0.68225188,0.68136412,-0.37814438,0.06998312,0.03200844,0.01951444,0.3775593,0.03266846,-0.09873346,-0.12631292,2
3880,0.38,0.81,0.82439655,0.67401058,0.68669854,0.68572305,-0.37626546,0.07032144,0.03181759,0.019181,0.37480767,0.03121767,-0.09766851,-0.12410523,2
3881,0.38,0.82,0.8270728,0.67877384,0.69106315,0.6900063,-0.37438408,0.07064226,0.0316229,0.01884958,0.37208755,0.02979833,-0.09660827,-0.12192411,2
3882,0.38,0.83,0.82969149,0.68344573,0.69534715,0.69421496,-0.37250113,0.07094605,0.03142475,0.01852047,0.36939874,0.02840964,-0.09555386,-0.11977071,2
3883,0.38,0.84,0.83225391,0.68802791,0.69955193,0.69835015,-0.37061748,0.07123329,0.03122347,0.01819393,0.36674101,0.02705084,-0.09450625,-0.117646,2
3884,0.38,0.85,0.83476133,0.692522,0.70367894,0.702413,-0.36873394,0.07150444,0.03101939,0.01787017,0.36411414,0.02572122,-0.09346629,-0.11555079,2
3885,0.38,0.86,0.837215,0.69692967,0.70772958,0.70640465,-0.3668513,0.07175996,0.03081283,0.01754942,0.36151791,0.0244201,-0.09243474,-0.11348575,2
3886,0.38,0.87,0.83961618,0.70125255,0.71170526,0.71032624,-0.36497032,0.07200029,0.03060406,0.01723186,0.35895208,0.02314684,-0.09141224,-0.11145143,2
3887,0.38,0.88,0.84196609,0.70549228,0.71560739,0.71417891,-0.3630917,0.07222587,0.03039336,0.01691765,0.35641641,0.02190082,-0.09039936,-0.10944826,2
3888,0.38,0.89,0.84426596,0.70965048,0.71943738,0.71796381,-0.36121613,0.07243714,0.03018098,0.01660695,0.35391064,0.02068145,-0.08939657,-0.10747655,2
3889,0.38,0.9,0.84651698,0.71372878,0.7231966,0.72168209,-0.35934425,0.07263452,0.02996718,0.01629988,0.35143452,0.01948815,-0.08840431,-0.10553655,2
3890,0.38,0.91,0.84872034,0.71772879,0.72688644,0.7253349,-0.35747668,0.07281843,0.02975216,0.01599656,0.34898778,0.01832039,-0.08742292,-0.10362839,2
3891,0.38,0.92,0.85087719,0.72165208,0.73050826,0.72892337,-0.35561399,0.07298928,0.02953615,0.01569708,0.34657015,0.01717763,-0.08645269,-0.10175215,2
3892,0.38,0.93,0.85298867,0.72550025,0.73406341,0.73244866,-0.35375674,0.07314747,0.02931935,0.01540155,0.34418135,0.01605935,-0.08549386,-0.09990784,2
3893,0.38,0.94,0.8550559,0.72927483,0.73755323,0.7359119,-0.35190544,0.07329339,0.02910194,0.01511002,0.34182108,0.01496505,-0.08454665,-0.0980954,2
3894,0.38,0.95,0.85707998,0.73297738,0.74097903,0.7393142,-0.35006057,0.07342742,0.0288841,0.01482256,0.33948907,0.01389425,-0.08361119,-0.09631472,2
3895,0.38,0.96,0.85906197,0.7366094,0.74434213,0.74265671,-0.3482226,0.07354994,0.02866599,0.01453923,0.337185,0.01284646,-0.08268762,-0.09456564,2
3896,0.38,0.97,0.86100293,0.7401724,0.7476438,0.74594052,-0.34639195,0.07366131,0.02844777,0.01426006,0.33490859,0.01182122,-0.08177601,-0.09284796,2
3897,0.38,0.98,0.86290389,0.74366784,0.75088531,0.74916673,-0.34456902,0.0737619,0.02822959,0.01398508,0.3326595,0.01081807,-0.08087643,-0.09116144,2
3898,0.38,0.99,0.86476585,0.74709718,0.7540679,0.75233644,-0.3427542,0.07385205,0.02801157,0.01371431,0.33043745,0.00983657,-0.0799889,-0.08950581,2
3899,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
3900,0.39,0.01,0.00022,5.911e-05,6.722e-05,6.722e-05,-0.00015279,8.14e-06,0.0,-0.0,0.99993277,0.99993273,0.99993273,0.99993273,1
3901,0.39,0.02,0.00088145,0.00023717,0.00026923,0.0002693,-0.00061236,3.251e-05,2e-08,-0.0,0.99973049,0.99972994,0.99972995,0.99972995,1
3902,0.39,0.03,0.00198879,0.00053639,0.00060718,0.00060751,-0.00138235,7.304e-05,1.1e-07,-2e-08,0.99939143,0.99938864,0.99938866,0.99938866,1
3903,0.39,0.04,0.00354974,0.0009606,0.00108304,0.00108403,-0.00246915,0.0001295,3e-07,-1e-07,0.99891261,0.99890369,0.99890373,0.99890373,1
3904,0.39,0.05,0.00557582,0.00151536,0.00169975,0.00170207,-0.00388237,0.00020155,6.1e-07,-3.6e-07,0.9982897,0.9982676,0.99826757,0.99826757,1
3905,0.39,0.06,0.00808318,0.00220826,0.00246151,0.00246601,-0.00563556,0.00028856,9.4e-07,-1.04e-06,0.9975168,0.99747016,0.99746973,0.99746972,1
3906,0.39,0.07,0.01109363,0.00304933,0.00337402,0.00338171,-0.00774722,0.00038953,1.02e-06,-2.59e-06,0.99658617,0.99649783,0.99649619,0.99649612,1
3907,0.39,0.08,0.0146362,0.0040515,0.00444502,0.00445683,-0.01024217,0.00050297,3.2e-07,-5.7e-06,0.99548774,0.99533293,0.9953283,0.99532801,1
3908,0.39,0.09,0.01874918,0.00523145,0.00568492,0.00570145,-0.0131534,0.00062669,-2.1e-06,-1.149e-05,0.99420844,0.99395233,0.99394116,0.99394027,1
3909,0.39,0.1,0.02348289,0.00661057,0.00710778,0.00712889,-0.0165245,0.00075756,-7.67e-06,-2.154e-05,0.99273118,0.99232553,0.99230124,0.99229888,1
3910,0.39,0.11,0.02890339,0.00821647,0.00873267,0.00875693,-0.02041296,0.00089131,-1.849e-05,-3.807e-05,0.99103334,0.9904118,0.99036272,0.99035707,1
3911,0.39,0.12,0.03509754,0.010085,0.01058561,0.01060963,-0.0248946,0.0010222,-3.749e-05,-6.405e-05,0.98908449,0.98815585,0.988062,0.98804947,1
3912,0.39,0.13,0.04217988,0.01226316,0.01270248,0.01272004,-0.03006944,0.00114268,-6.855e-05,-0.00010333,0.98684302,0.98548139,0.98530933,0.98528321,1
3913,0.39,0.14,0.05030206,0.0148132,0.01513321,0.01513428,-0.03606977,0.00124308,-0.00011664,-0.00016071,0.98425101,0.98228124,0.98197602,0.9819241,1
3914,0.39,0.15,0.0596657,0.01781851,0.01794797,0.01791772,-0.04307103,0.00131126,-0.00018785,-0.00024195,0.98122647,0.97840235,0.97787468,0.97777543,1
3915,0.39,0.16,0.07054003,0.02139205,0.02124651,0.02116426,-0.05130632,0.00133247,-0.00028917,-0.00035347,0.97765147,0.97362263,0.9727287,0.97254486,1
3916,0.39,0.17,0.08328561,0.02568842,0.02517198,0.02501071,-0.06108578,0.00128956,-0.0004279,-0.00050173,0.97335401,0.96761547,0.96612479,0.96579283,1
3917,0.39,0.18,0.09838512,0.03092089,0.02993165,0.02965836,-0.07282091,0.00116404,-0.00061014,-0.00069165,0.96808043,0.95989524,0.95743957,0.9568525,1
3918,0.39,0.19,0.11648043,0.03738459,0.03582687,0.03540532,-0.08705247,0.00093896,-0.00083766,-0.00092349,0.96145437,0.94973538,0.94572798,0.94470742,1
3919,0.39,0.2,0.13840846,0.04548525,0.04329448,0.04269216,-0.10447427,0.00060527,-0.00110189,-0.0011868,0.95291851,0.93605093,0.92956113,0.92781278,1
3920,0.39,0.21,0.16521271,0.05576757,0.05295643,0.05215959,-0.12593107,0.00017459,-0.00137289,-0.00144981,0.94166143,0.91724802,0.90681403,0.90385968,1
3921,0.39,0.22,0.1980718,0.06892166,0.0656588,0.06470022,-0.15233896,-0.00029812,-0.00158153,-0.00164225,0.92655275,0.89108365,0.87445769,0.8695398,2
3922,0.39,0.23,0.23802996,0.08571538,0.08244206,0.08144512,-0.18443139,-0.00068097,-0.00159619,-0.00163363,0.90616416,0.85468612,0.82855446,0.82052645,2
3923,0.39,0.24,0.28538108,0.10676277,0.10432317,0.10355508,-0.22221863,-0.00073291,-0.00120729,-0.00122021,0.87904478,0.80507267,0.76491679,0.75217702,2
3924,0.39,0.25,0.33872904,0.13206786,0.13176129,0.13166201,-0.26421564,-0.0001152,-0.00015485,-0.00015481,0.84444942,0.74057705,0.68101885,0.66161523,2
3925,0.39,0.26,0.39434009,0.16052797,0.16393243,0.16505937,-0.30700369,0.00149378,0.00176194,0.00174461,0.80338475,0.66296057,0.57891637,0.55095229,2
3926,0.39,0.27,0.44692738,0.18995043,0.19847175,0.20133474,-0.34606091,0.00419895,0.00453061,0.00444775,0.7590649,0.5784233,0.46678069,0.42903622,2
3927,0.39,0.28,0.49196882,0.21792109,0.23231736,0.23719317,-0.37779581,0.00777981,0.00787763,0.00767333,0.71580983,0.49552219,0.35622461,0.30858767,2
3928,0.39,0.29,0.52759968,0.24286326,0.26309377,0.26995838,-0.40102683,0.01181199,0.01140746,0.01103063,0.67707736,0.42125851,0.25697149,0.20035176,2
3929,0.39,0.3,0.55449855,0.26436161,0.28979431,0.29839567,-0.41669317,0.01589137,0.01479042,0.01420176,0.64440643,0.35887924,0.17371391,0.10958971,2
3930,0.39,0.31,0.57455663,0.28277792,0.31251138,0.32249184,-0.42662895,0.0197597,0.01784378,0.01701607,0.6177305,0.30841077,0.1067098,0.03667729,2
3931,0.39,0.32,0.58975175,0.29875118,0.33185593,0.34284676,-0.43261703,0.02330327,0.02050917,0.01942423,0.59618977,0.26824368,0.05389974,-0.02059006,2
3932,0.39,0.33,0.60166483,0.31290094,0.34854158,0.36021192,-0.43602546,0.02650097,0.02279935,0.0214448,0.57874049,0.23635251,0.01258407,-0.06515039,2
3933,0.39,0.34,0.61141575,0.32572313,0.36319787,0.37527109,-0.43779311,0.02937696,0.02475679,0.02312372,0.56444116,0.21088313,-0.01974864,-0.09975427,2
3934,0.39,0.35,0.61975297,0.33758267,0.37632168,0.38857515,-0.43852972,0.03197172,0.02643084,0.02451233,0.55253522,0.19033169,-0.04515586,-0.12666381,2
3935,0.39,0.36,0.62716352,0.34873803,0.3882862,0.40054456,-0.43862082,0.03432763,0.02786762,0.02565792,0.54244491,0.17354158,-0.06523188,-0.14763699,2
3936,0.39,0.37,0.6339609,0.35936949,0.39936596,0.4114929,-0.43830724,0.03648312,0.02910661,0.02660076,0.53373825,0.15964276,-0.08118366,-0.16400786,2
3937,0.39,0.38,0.6403463,0.3696023,0.4097616,0.42165228,-0.43773857,0.03847079,0.03018032,0.02737393,0.52609419,0.14798484,-0.09391865,-0.17678167,2
3938,0.39,0.39,0.64644882,0.37952357,0.41961998,0.43119456,-0.4370073,0.04031747,0.03111506,0.0280042,0.51927358,0.13808065,-0.10412041,-0.18671719,2
3939,0.39,0.4,0.65235124,0.38919411,0.4290491,0.44024757,-0.43617033,0.04204489,0.03193196,0.02851319,0.5130972,0.12956286,-0.1123072,-0.19439091,2
3940,0.39,0.41,0.65810648,0.39865653,0.4381289,0.44890698,-0.43526225,0.04367053,0.03264799,0.02891833,0.5074296,0.12215214,-0.11887547,-0.20024477,2
3941,0.39,0.42,0.66374806,0.40794072,0.44691897,0.4572449,-0.4343037,0.04520839,0.03327687,0.02923382,0.50216753,0.11563398,-0.12413155,-0.20462103,2
3942,0.39,0.43,0.66929688,0.41706766,0.45546404,0.46531604,-0.43330659,0.0466697,0.03382973,0.02947129,0.49723155,0.10984207,-0.12831463,-0.20778758,2
3943,0.39,0.44,0.67476559,0.42605204,0.46379785,0.47316214,-0.43227741,0.0480635,0.03431568,0.02964037,0.49256004,0.10464618,-0.13161338,-0.20995631,2
3944,0.39,0.45,0.6801614,0.43490403,0.47194601,0.48081523,-0.4312193,0.04939704,0.03474224,0.0297491,0.48810482,0.09994344,-0.13417814,-0.21129655,2
3945,0.39,0.46,0.68548801,0.44363059,0.47992802,0.48829998,-0.43013339,0.0506762,0.03511568,0.02980427,0.48382793,0.09565183,-0.13612985,-0.21194495,2
3946,0.39,0.47,0.69074688,0.45223637,0.48775878,0.49563543,-0.42901968,0.05190573,0.03544126,0.02981167,0.47969933,0.09170551,-0.13756667,-0.21201284,2
3947,0.39,0.48,0.69593798,0.46072437,0.49544971,0.50283635,-0.42787756,0.05308953,0.03572345,0.02977632,0.47569506,0.08805116,-0.138569,-0.21159171,2
3948,0.39,0.49,0.70106046,0.4690964,0.50300955,0.50991416,-0.42670613,0.05423075,0.03596609,0.02970254,0.47179597,0.08464535,-0.13920313,-0.21075737,2
3949,0.39,0.5,0.70611296,0.47735346,0.51044503,0.51687769,-0.42550449,0.05533201,0.03617249,0.02959416,0.46798669,0.0814525,-0.13952422,-0.20957315,2
3950,0.39,0.51,0.71109389,0.48549594,0.51776129,0.52373378,-0.42427178,0.05639545,0.03634556,0.02945457,0.46425485,0.07844328,-0.13957839,-0.20809227,2
3951,0.39,0.52,0.71600159,0.49352388,0.5249623,0.53048771,-0.42300733,0.05742288,0.03648784,0.02928677,0.46059047,0.07559337,-0.13940452,-0.2063598,2
3952,0.39,0.53,0.72083447,0.50143706,0.53205111,0.53714351,-0.42171066,0.05841581,0.03660162,0.0290935,0.45698552,0.07288257,-0.13903552,-0.20441415,2
3953,0.39,0.54,0.72559105,0.50923512,0.53903007,0.54370428,-0.4203815,0.05937551,0.03668891,0.0288772,0.45343351,0.07029399,-0.13849943,-0.20228817,2
3954,0.39,0.55,0.73027002,0.51691765,0.54590103,0.55017236,-0.41901981,0.06030309,0.03675156,0.02864011,0.44992923,0.06781346,-0.13782025,-0.20001016,2
3955,0.39,0.56,0.73487025,0.52448424,0.55266542,0.55654955,-0.41762575,0.06119948,0.03679125,0.02838427,0.44646848,0.06542906,-0.13701861,-0.19760457,2
3956,0.39,0.57,0.73939086,0.53193451,0.55932439,0.56283717,-0.41619966,0.06206553,0.03680951,0.02811156,0.4430479,0.06313074,-0.13611229,-0.19509266,2
3957,0.39,0.58,0.74383114,0.53926817,0.56587891,0.56903623,-0.41474209,0.062902,0.03680773,0.02782371,0.43966483,0.06091,-0.13511673,-0.1924929,2
3958,0.39,0.59,0.74819059,0.54648503,0.57232978,0.57514751,-0.41325371,0.06370955,0.03678723,0.0275223,0.43631715,0.05875962,-0.1340453,-0.18982147,2
3959,0.39,0.6,0.75246895,0.55358501,0.57867774,0.58117157,-0.41173537,0.06448881,0.03674923,0.02720883,0.43300321,0.05667344,-0.1329097,-0.18709253,2
3960,0.39,0.61,0.75666609,0.56056813,0.58492344,0.58710888,-0.410188,0.06524036,0.03669484,0.02688465,0.42972172,0.05464626,-0.13172012,-0.18431852,2
3961,0.39,0.62,0.76078212,0.56743456,0.59106755,0.59295981,-0.40861265,0.06596477,0.03662513,0.02655104,0.42647169,0.05267358,-0.13048548,-0.18151039,2
3962,0.39,0.63,0.76481727,0.5741846,0.59711073,0.5987247,-0.40701047,0.06666256,0.0365411,0.02620919,0.4232524,0.05075158,-0.12921361,-0.17867778,2
3963,0.39,0.64,0.76877194,0.58081865,0.60305364,0.60440384,-0.40538265,0.06733424,0.03644368,0.02586018,0.42006329,0.04887698,-0.12791141,-0.1758292,2
3964,0.39,0.65,0.77264668,0.58733727,0.60889699,0.60999756,-0.40373046,0.06798032,0.03633376,0.02550505,0.41690397,0.04704694,-0.12658493,-0.17297216,2
3965,0.39,0.66,0.77644215,0.59374111,0.61464154,0.61550617,-0.40205519,0.0686013,0.03621216,0.02514475,0.41377419,0.04525903,-0.12523948,-0.1701133,2
3966,0.39,0.67,0.78015913,0.60003096,0.62028807,0.62093002,-0.40035817,0.06919768,0.03607969,0.02478015,0.41067379,0.04351112,-0.12387977,-0.16725846,2
3967,0.39,0.68,0.78379851,0.6062077,0.62583743,0.62626951,-0.39864075,0.06976993,0.03593708,0.02441209,0.40760267,0.04180139,-0.12250995,-0.16441281,2
3968,0.39,0.69,0.78736125,0.61227231,0.63129053,0.63152507,-0.39690429,0.07031855,0.03578504,0.02404133,0.4045608,0.04012822,-0.12113365,-0.16158091,2
3969,0.39,0.7,0.7908484,0.61822588,0.63664831,0.63669718,-0.39515015,0.07084403,0.03562425,0.02366857,0.40154819,0.03849022,-0.1197541,-0.15876675,2
3970,0.39,0.71,0.79426108,0.62406957,0.64191178,0.64178637,-0.39337967,0.07134687,0.03545534,0.02329447,0.39856488,0.03688615,-0.11837413,-0.15597387,2
3971,0.39,0.72,0.79760048,0.62980464,0.64708197,0.64679323,-0.3915942,0.07182754,0.03527892,0.02291964,0.3956109,0.03531493,-0.11699623,-0.15320535,2
3972,0.39,0.73,0.80086781,0.63543241,0.65216,0.65171838,-0.38979505,0.07228655,0.03509555,0.02254464,0.39268633,0.03377557,-0.1156226,-0.15046388,2
3973,0.39,0.74,0.80406435,0.64095424,0.65714701,0.65656252,-0.38798351,0.07272438,0.03490579,0.02216999,0.38979123,0.03226721,-0.11425515,-0.14775179,2
3974,0.39,0.75,0.8071914,0.6463716,0.66204417,0.66132636,-0.38616086,0.07314153,0.03471014,0.02179618,0.38692564,0.03078906,-0.11289559,-0.14507113,2
3975,0.39,0.76,0.81025029,0.65168596,0.6668527,0.66601069,-0.38432832,0.07353849,0.0345091,0.02142363,0.38408964,0.02934041,-0.11154536,-0.14242363,2
3976,0.39,0.77,0.81324237,0.65689887,0.67157386,0.67061634,-0.38248711,0.07391575,0.03430312,0.02105275,0.38128324,0.02792061,-0.11020577,-0.13981078,2
3977,0.39,0.78,0.81616901,0.6620119,0.67620892,0.67514415,-0.38063837,0.0742738,0.03409265,0.02068392,0.37850647,0.02652905,-0.10887793,-0.13723385,2
3978,0.39,0.79,0.81903158,0.66702665,0.68075919,0.67959502,-0.37878325,0.07461313,0.0338781,0.02031747,0.37575935,0.02516518,-0.10756278,-0.13469389,2
3979,0.39,0.8,0.82183146,0.67194475,0.685226,0.68396989,-0.37692283,0.07493422,0.03365986,0.0199537,0.37304185,0.02382846,-0.10626117,-0.13219176,2
3980,0.39,0.81,0.82457003,0.67676786,0.68961069,0.68826973,-0.37505816,0.07523756,0.0334383,0.0195929,0.37035395,0.02251841,-0.10497378,-0.12972816,2
3981,0.39,0.82,0.82724868,0.68149764,0.69391462,0.69249552,-0.37319024,0.07552362,0.03321378,0.01923532,0.36769561,0.02123455,-0.10370123,-0.12730366,2
3982,0.39,0.83,0.82986876,0.68613577,0.69813916,0.69664827,-0.37132003,0.07579288,0.03298662,0.01888118,0.36506674,0.01997643,-0.10244401,-0.12491865,2
3983,0.39,0.84,0.83243164,0.69068394,0.70228569,0.70072902,-0.36944847,0.07604581,0.03275714,0.01853069,0.36246728,0.01874361,-0.10120252,-0.12257343,2
3984,0.39,0.85,0.83493867,0.69514383,0.70635558,0.70473883,-0.36757643,0.07628286,0.03252564,0.01818404,0.3598971,0.01753568,-0.09997711,-0.12026818,2
3985,0.39,0.86,0.83739118,0.69951713,0.71035023,0.70867877,-0.36570476,0.07650449,0.03229238,0.01784138,0.35735609,0.01635223,-0.09876803,-0.118003,2
3986,0.39,0.87,0.83979048,0.70380553,0.71427101,0.71254991,-0.36383426,0.07671116,0.03205764,0.01750286,0.35484411,0.01519285,-0.0975755,-0.11577786,2
3987,0.39,0.88,0.84213789,0.7080107,0.7181193,0.71635335,-0.36196568,0.0769033,0.03182165,0.01716861,0.352361,0.01405715,-0.09639965,-0.1135927,2
3988,0.39,0.89,0.84443466,0.71213431,0.72189649,0.7200902,-0.36009975,0.07708136,0.03158466,0.01683872,0.34990658,0.01294475,-0.09524059,-0.11144735,2
3989,0.39,0.9,0.84668206,0.71617801,0.72560392,0.72376154,-0.35823716,0.07724576,0.03134688,0.0165133,0.34748066,0.01185526,-0.09409837,-0.10934161,2
3990,0.39,0.91,0.84888131,0.72014345,0.72924297,0.72736849,-0.35637856,0.07739692,0.03110851,0.01619243,0.34508305,0.01078831,-0.09297301,-0.10727519,2
3991,0.39,0.92,0.85103364,0.72403224,0.73281498,0.73091216,-0.35452455,0.07753525,0.03086974,0.01587617,0.34271352,0.00974353,-0.09186448,-0.10524779,2
3992,0.39,0.93,0.85314022,0.727846,0.73632128,0.73439366,-0.35267571,0.07766116,0.03063076,0.01556457,0.34037186,0.00872055,-0.09077273,-0.10325904,2
3993,0.39,0.94,0.85520222,0.7315863,0.73976319,0.73781408,-0.35083259,0.07777504,0.03039174,0.01525768,0.3380578,0.00771899,-0.0896977,-0.10130853,2
3994,0.39,0.95,0.85722077,0.73525472,0.74314201,0.74117453,-0.3489957,0.07787727,0.03015282,0.01495553,0.33577112,0.00673851,-0.08863926,-0.09939583,2
3995,0.39,0.96,0.85919698,0.73885279,0.74645903,0.74447609,-0.34716551,0.07796825,0.02991417,0.01465814,0.33351154,0.00577873,-0.08759731,-0.09752049,2
3996,0.39,0.97,0.86113193,0.74238204,0.74971553,0.74771986,-0.34534248,0.07804833,0.02967591,0.01436553,0.3312788,0.00483931,-0.08657171,-0.095682,2
3997,0.39,0.98,0.86302668,0.74584396,0.75291275,0.75090691,-0.34352702,0.07811788,0.02943817,0.01407769,0.32907262,0.00391988,-0.08556228,-0.09387986,2
3998,0.39,0.99,0.86488228,0.74924001,0.75605193,0.75403831,-0.34171953,0.07817724,0.02920108,0.01379463,0.32689272,0.00302009,-0.08456887,-0.09211354,2
3999,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
4000,0.4,0.01,0.00024322,6.084e-05,6.948e-05,6.949e-05,-0.00017375,8.68e-06,0.0,-0.0,0.9999305,0.99993045,0.99993045,0.99993045,1
4001,0.4,0.02,0.00097481,0.00024425,0.00027836,0.00027844,-0.00069662,3.468e-05,3e-08,-0.0,0.99972127,0.99972058,0.99972059,0.99972059,1
