,g,k,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,label
2318,0.23,0.19,0.03032643,0.01518242,0.01584235,0.0158721,-0.01475906,0.00086309,-2.881e-05,-4.194e-05,0.98418491,0.98372274,0.98371568,0.9837151,1
2319,0.23,0.2,0.03375153,0.01695129,0.01764288,0.01767712,-0.01645709,0.00093385,-4.12e-05,-5.664e-05,0.98239818,0.98182496,0.98181278,0.98181172,1
2320,0.23,0.21,0.03739038,0.01884178,0.01955829,0.01959703,-0.01826962,0.00100188,-5.744e-05,-7.535e-05,0.98050128,0.97979678,0.97977732,0.97977551,1
2321,0.23,0.22,0.0412509,0.02085984,0.02159327,0.02163635,-0.0202025,0.00106575,-7.838e-05,-9.887e-05,0.97849064,0.97763184,0.97760226,0.9775993,1
2322,0.23,0.23,0.04534196,0.02301209,0.02375313,0.02380017,-0.02226231,0.00112387,-0.00010498,-0.0001281,0.97636223,0.97532298,0.97527961,0.97527498,1
2323,0.23,0.24,0.04967348,0.02530586,0.02604384,0.02609425,-0.02445642,0.00117446,-0.00013832,-0.00016405,0.97411155,0.97286217,0.97280035,0.97279332,1
2324,0.23,0.25,0.05425657,0.02774931,0.02847215,0.02852503,-0.02679302,0.00121556,-0.0001796,-0.00020784,0.97173354,0.97024038,0.97015425,0.97014385,1
2325,0.23,0.26,0.05910354,0.03035148,0.03104564,0.03109979,-0.02928121,0.00124501,-0.00023016,-0.00026072,0.9692225,0.96744747,0.96732969,0.96731464,1
2326,0.23,0.27,0.06422811,0.0331224,0.03377285,0.03382671,-0.03193105,0.00126046,-0.00029147,-0.00032401,0.96657204,0.96447204,0.96431351,0.96429214,1
2327,0.23,0.28,0.06964542,0.03607317,0.03666337,0.03671496,-0.0347536,0.00125934,-0.00036513,-0.00039919,0.96377495,0.96130121,0.96109074,0.96106089,1
2328,0.23,0.29,0.07537222,0.03921606,0.03972795,0.03977487,-0.03776103,0.00123891,-0.00045285,-0.00048781,0.96082313,0.95792053,0.95764441,0.95760332,1
2329,0.23,0.3,0.0814269,0.04256465,0.04297863,0.043018,-0.04096658,0.0011962,-0.00055648,-0.00059152,0.95770746,0.9543137,0.95395529,0.95389947,1
2330,0.23,0.31,0.08782962,0.04613389,0.04642885,0.04645729,-0.04438467,0.0011281,-0.00067796,-0.00071206,0.95441772,0.95046238,0.95000155,0.94992664,1
2331,0.23,0.32,0.09460237,0.04994024,0.05009358,0.0501072,-0.04803084,0.00103131,-0.00081931,-0.00085122,0.95094242,0.94634601,0.94575856,0.9456591,1
2332,0.23,0.33,0.10176905,0.05400174,0.0539895,0.05398383,-0.05192182,0.0009024,-0.00098264,-0.00101084,0.94726873,0.9419415,0.94119847,0.94106774,1
2333,0.23,0.34,0.10935543,0.05833814,0.05813502,0.05810509,-0.05607542,0.00073784,-0.00117005,-0.00119277,0.94338233,0.93722302,0.93628997,0.93611971,1
2334,0.23,0.35,0.11738917,0.06297094,0.0625505,0.06249077,-0.06051047,0.00053403,-0.00138367,-0.00139881,0.93926731,0.93216181,0.93099789,0.93077807,1
2335,0.23,0.36,0.12589971,0.06792345,0.06725826,0.06716267,-0.06524671,0.0002874,-0.00162555,-0.00163069,0.93490603,0.92672588,0.92528297,0.92500145,1
2336,0.23,0.37,0.13491813,0.07322079,0.0722827,0.0721447,-0.07030457,-5.56e-06,-0.00189761,-0.00189001,0.93027912,0.92087993,0.91910157,0.91874376,1
2337,0.23,0.38,0.1444768,0.07888985,0.07765025,0.07746288,-0.07570486,-0.00034816,-0.0022016,-0.00217813,0.92536536,0.91458514,0.91240544,0.91195394,1
2338,0.23,0.39,0.15460907,0.08495913,0.08338938,0.08314532,-0.08146847,-0.00074345,-0.00253895,-0.00249615,0.92014176,0.90779919,0.90514166,0.90457587,1
2339,0.23,0.4,0.16534866,0.09145855,0.08953039,0.08922209,-0.0876158,-0.00119402,-0.00291073,-0.00284475,0.91458359,0.90047636,0.89725271,0.89654837,1
2340,0.23,0.41,0.17672889,0.09841909,0.09610519,0.09572502,-0.09416618,-0.00170191,-0.00331749,-0.00322413,0.90866461,0.89256776,0.88867667,0.88780549,1
2341,0.23,0.42,0.1887818,0.1058723,0.10314689,0.10268729,-0.10113708,-0.00226837,-0.00375914,-0.00363388,0.90235736,0.88402181,0.87934781,0.87827698,1
2342,0.23,0.43,0.20153689,0.11384965,0.11068923,0.11014291,-0.10854322,-0.0028937,-0.00423484,-0.00407284,0.89563362,0.874785,0.86919741,0.86788925,1
2343,0.23,0.44,0.21501968,0.12238162,0.11876576,0.11812596,-0.11639544,-0.00357703,-0.00474281,-0.00453901,0.88846505,0.86480294,0.85815506,0.85656667,1
2344,0.23,0.45,0.22925006,0.13149667,0.12740889,0.12666963,-0.12469952,-0.00431607,-0.00528025,-0.00502938,0.88082402,0.85402184,0.8461504,0.84423342,1
2345,0.23,0.46,0.2442403,0.14121991,0.13664859,0.13580495,-0.13345483,-0.00510696,-0.00584316,-0.00553989,0.87268472,0.84239033,0.83311544,0.83081594,1
2346,0.23,0.47,0.25999307,0.15157161,0.14651092,0.14555934,-0.14265296,-0.00594404,-0.00642628,-0.00606533,0.86402439,0.82986176,0.81898741,0.81624593,1
2347,0.23,0.48,0.27649919,0.16256555,0.15701636,0.15595493,-0.15227633,-0.00681974,-0.00702305,-0.00659929,0.85482483,0.81639688,0.8037121,0.80046401,1
2348,0.23,0.49,0.29373566,0.17420724,0.16817794,0.1670067,-0.16229703,-0.00772451,-0.0076256,-0.00713425,0.84507402,0.80196681,0.78724772,0.78342375,1
2349,0.23,0.5,0.31166377,0.18649226,0.17999941,0.17872054,-0.17267583,-0.00864683,-0.00822483,-0.00766162,0.83476784,0.78655619,0.76956897,0.76509611,1
2350,0.23,0.51,0.33022785,0.19940464,0.19247342,0.19109145,-0.18336172,-0.00957338,-0.00881065,-0.00817199,0.82391165,0.77016633,0.75067109,0.74547384,1
2351,0.23,0.52,0.3493546,0.21291571,0.20558006,0.20410192,-0.19429196,-0.01048935,-0.00937218,-0.0086554,0.81252175,0.75281792,0.73057363,0.72457552,1
2352,0.23,0.53,0.36895342,0.22698339,0.21928579,0.21772083,-0.20539283,-0.01137883,-0.00989819,-0.00910165,0.80062638,0.73455324,0.70932335,0.7024488,1
2353,0.23,0.54,0.38891777,0.24155217,0.23354308,0.23190288,-0.21658124,-0.01222537,-0.01037752,-0.00950082,0.78826621,0.71543728,0.68699603,0.67917245,1
2354,0.23,0.55,0.40912768,0.25655393,0.24829075,0.24658893,-0.22776696,-0.01301266,-0.01079959,-0.00984366,0.77549408,0.6955577,0.6636967,0.65485665,1
2355,0.23,0.56,0.4294533,0.27190952,0.26345528,0.26170705,-0.23885566,-0.0137252,-0.01115491,-0.01012208,0.76237403,0.67502338,0.63955799,0.62964142,1
2356,0.23,0.57,0.44975934,0.2875312,0.27895286,0.27717462,-0.24975226,-0.01434902,-0.01143553,-0.01032957,0.74897953,0.65396147,0.61473679,0.60369305,1
2357,0.23,0.58,0.46990998,0.30332562,0.29469221,0.29290098,-0.26036464,-0.0148723,-0.01163545,-0.01046153,0.735391,0.63251319,0.58940902,0.57719864,2
2358,0.23,0.59,0.48977396,0.31919719,0.31057789,0.30879076,-0.27060708,-0.01528585,-0.01175089,-0.01051546,0.72169289,0.61082868,0.56376318,0.55035924,2
2359,0.23,0.6,0.50922923,0.33505164,0.32651384,0.32474741,-0.28040335,-0.01558345,-0.01178038,-0.01049107,0.70797055,0.5890613,0.53799318,0.52338208,2
2360,0.23,0.61,0.52816703,0.35079921,0.34240677,0.34067668,-0.28968917,-0.01576193,-0.01172475,-0.01039015,0.69430704,0.56736183,0.51229088,0.4964727,2
2361,0.23,0.62,0.54649482,0.3663575,0.35816929,0.35648976,-0.29841368,-0.01582115,-0.01158694,-0.0102164,0.68078036,0.54587325,0.48683927,0.46982746,2
2362,0.23,0.63,0.56413814,0.38165361,0.37372236,0.37210591,-0.30654022,-0.01576373,-0.01137173,-0.00997513,0.66746109,0.52472624,0.4618066,0.44362728,2
2363,0.23,0.64,0.58104125,0.39662557,0.38899706,0.38745426,-0.3140461,-0.01559464,-0.01108535,-0.00967289,0.65441074,0.50403588,0.43734192,0.41803271,2
2364,0.23,0.65,0.59716672,0.41122301,0.40393566,0.40247505,-0.32092175,-0.01532081,-0.01073508,-0.00931705,0.64168073,0.48389953,0.41357212,0.3931807,2
2365,0.23,0.66,0.61249416,0.42540709,0.41849187,0.41711992,-0.32716929,-0.01495055,-0.0103289,-0.00891548,0.62931202,0.4643959,0.39060055,0.36918304,2
2366,0.23,0.67,0.62701831,0.43915001,0.43263062,0.43135184,-0.33280079,-0.01449316,-0.00987504,-0.00847618,0.61733535,0.44558521,0.36850697,0.34612621,2
2367,0.23,0.68,0.64074683,0.45243398,0.44632725,0.4451443,-0.33783635,-0.0139584,-0.00938173,-0.00800697,0.6057719,0.42751012,0.34734862,0.3240725,2
2368,0.23,0.69,0.65369785,0.46525002,0.45956649,0.45848038,-0.34230224,-0.01335616,-0.0088569,-0.00751529,0.59463416,0.4101973,0.3271621,0.30306196,2
2369,0.23,0.7,0.66589769,0.4775966,0.47234119,0.47135147,-0.34622908,-0.01269614,-0.00830801,-0.00700803,0.58392716,0.39365941,0.30796576,0.28311492,2
2370,0.23,0.71,0.67737858,0.4894783,0.48465102,0.48375601,-0.34965029,-0.0119876,-0.00774192,-0.00649142,0.57364962,0.37789717,0.28976232,0.26423484,2
2371,0.23,0.72,0.68817684,0.50090452,0.49650118,0.49569819,-0.35260075,-0.01123922,-0.0071648,-0.00597099,0.56379512,0.36290153,0.27254162,0.24641118,2
2372,0.23,0.73,0.69833115,0.51188825,0.5079012,0.50718673,-0.35511569,-0.01045896,-0.00658208,-0.00545152,0.55435325,0.34865564,0.25628313,0.22962216,2
2373,0.23,0.74,0.70788128,0.52244514,0.51886388,0.51823382,-0.35722988,-0.00965406,-0.00599852,-0.00493711,0.5453106,0.33513668,0.24095836,0.21383729,2
2374,0.23,0.75,0.71686696,0.53259256,0.52940438,0.52885416,-0.35897697,-0.00883097,-0.00541816,-0.00443117,0.5366516,0.32231755,0.22653293,0.19901967,2
2375,0.23,0.76,0.72532716,0.54234894,0.5395394,0.53906417,-0.36038906,-0.00799539,-0.0048444,-0.00393651,0.52835929,0.31016813,0.21296837,0.18512787,2
2376,0.23,0.77,0.73329945,0.55173315,0.54928659,0.54888132,-0.36149641,-0.00715232,-0.00428006,-0.00345535,0.52041588,0.29865652,0.20022361,0.17211762,2
2377,0.23,0.78,0.74081962,0.5607641,0.55866403,0.55832362,-0.36232725,-0.00630607,-0.00372744,-0.00298946,0.51280327,0.28774989,0.18825622,0.15994309,2
2378,0.23,0.79,0.74792144,0.56946041,0.56768981,0.56740918,-0.36290776,-0.00546035,-0.00318834,-0.00254014,0.50550342,0.27741528,0.17702336,0.14855794,2
2379,0.23,0.8,0.75463648,0.57784013,0.57638176,0.57615593,-0.36326201,-0.00461833,-0.00266419,-0.00210833,0.49849859,0.26762008,0.16648256,0.13791621,2
2380,0.23,0.81,0.76099415,0.58592062,0.58475724,0.58458136,-0.36341207,-0.00378265,-0.00215603,-0.00169467,0.4917716,0.25833252,0.15659225,0.12797285,2
2381,0.23,0.82,0.76702162,0.5937184,0.59283294,0.59270236,-0.36337806,-0.00295554,-0.00166463,-0.00129951,0.48530595,0.24952191,0.14731222,0.11868425,2
2382,0.23,0.83,0.77274395,0.60124913,0.60062484,0.6005351,-0.3631783,-0.00213885,-0.00119049,-0.00092298,0.47908591,0.24115889,0.13860386,0.11000852,2
2383,0.23,0.84,0.77818416,0.60852752,0.60814811,0.60809498,-0.36282937,-0.00133407,-0.00073389,-0.00056504,0.47309661,0.23321556,0.1304304,0.10190572,2
2384,0.23,0.85,0.78336335,0.61556741,0.61541707,0.61539658,-0.3623463,-0.00054243,-0.00029495,-0.00022551,0.46732402,0.22566549,0.12275697,0.09433796,2
2385,0.23,0.86,0.78830081,0.62238173,0.62244524,0.62245365,-0.36174269,0.0002351,0.00012637,9.594e-05,0.46175498,0.21848383,0.11555069,0.08726948,2
2386,0.23,0.87,0.79301419,0.62898253,0.62924528,0.62927913,-0.3610308,0.00099778,0.00053023,0.0003997,0.45637717,0.21164725,0.10878063,0.08066664,2
2387,0.23,0.88,0.79751959,0.63538106,0.63582909,0.63588514,-0.3602217,0.00174503,0.00091686,0.00068625,0.45117912,0.2051339,0.10241781,0.0744979,2
2388,0.23,0.89,0.8018317,0.64158777,0.64220778,0.64228304,-0.35932538,0.00247643,0.00128661,0.00095611,0.44615012,0.19892339,0.09643513,0.06873376,2
2389,0.23,0.9,0.80596394,0.64761239,0.64839173,0.64848344,-0.35835086,0.00319171,0.00163984,0.00120986,0.44128023,0.19299671,0.09080729,0.06334667,2
2390,0.23,0.91,0.80992853,0.65346398,0.65439063,0.65449626,-0.35730626,0.00389069,0.00197699,0.00144808,0.43656021,0.18733616,0.08551072,0.05831094,2
2391,0.23,0.92,0.81373666,0.65915092,0.66021353,0.66033078,-0.35619891,0.00457329,0.00229852,0.00167138,0.43198149,0.18192527,0.08052347,0.05360266,2
2392,0.23,0.93,0.81739852,0.66468105,0.66586889,0.66599562,-0.35503544,0.00523951,0.00260491,0.00188038,0.42753612,0.17674876,0.07582512,0.0491996,2
2393,0.23,0.94,0.82092344,0.67006163,0.67136458,0.67149888,-0.35382182,0.00588941,0.00289666,0.0020757,0.42321672,0.1717924,0.07139671,0.04508107,2
2394,0.23,0.95,0.82431996,0.67529945,0.67670796,0.67684808,-0.35256346,0.00652311,0.00317427,0.00225794,0.41901646,0.167043,0.0672206,0.04122786,2
2395,0.23,0.96,0.8275959,0.68040082,0.68190592,0.68205028,-0.35126524,0.00714077,0.00343826,0.00242772,0.41492898,0.16248829,0.06328043,0.03762214,2
2396,0.23,0.97,0.83075841,0.68537162,0.68696487,0.68711205,-0.34993159,0.00774259,0.00368914,0.00258561,0.41094841,0.15811689,0.05956098,0.03424733,2
2397,0.23,0.98,0.83381408,0.69021736,0.69189083,0.69203955,-0.34856651,0.00832879,0.0039274,0.00273221,0.40706929,0.15391823,0.05604812,0.03108805,2
2398,0.23,0.99,0.83676895,0.69494318,0.69668944,0.69683856,-0.34717364,0.00889962,0.00415355,0.00286806,0.40328653,0.14988247,0.05272874,0.02813,2
2399,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
2400,0.24,0.01,8.491e-05,4.034e-05,4.329e-05,4.329e-05,-4.162e-05,2.95e-06,0.0,-0.0,0.99995671,0.99995671,0.99995671,0.99995671,1
2401,0.24,0.02,0.00033972,0.00016144,0.0001732,0.00017321,-0.00016654,1.18e-05,0.0,-0.0,0.99982679,0.99982673,0.99982674,0.99982674,1
2402,0.24,0.03,0.00076468,0.00036357,0.0003899,0.00038994,-0.00037491,2.651e-05,1e-08,-0.0,0.99961007,0.99960977,0.99960978,0.99960978,1
2403,0.24,0.04,0.00136024,0.00064716,0.00069366,0.00069377,-0.00066701,4.707e-05,3e-08,-1e-08,0.99930626,0.99930532,0.99930535,0.99930535,1
2404,0.24,0.05,0.00212702,0.00101284,0.00108486,0.00108512,-0.00104322,7.341e-05,8e-08,-2e-08,0.99891494,0.99891265,0.99891272,0.99891272,1
2405,0.24,0.06,0.00306585,0.00146141,0.00156401,0.00156453,-0.00150406,0.00010546,1.4e-07,-6e-08,0.99843561,0.99843084,0.99843098,0.99843098,1
2406,0.24,0.07,0.00417774,0.00199388,0.00213173,0.00213269,-0.00205019,0.00014311,2.3e-07,-1.4e-07,0.99786761,0.99785875,0.99785899,0.99785899,1
2407,0.24,0.08,0.00546399,0.00261145,0.00278879,0.0027904,-0.00268244,0.00018623,3.2e-07,-3e-07,0.99721017,0.99719501,0.99719538,0.99719539,1
2408,0.24,0.09,0.00692612,0.00331554,0.00353611,0.00353864,-0.00340181,0.00023466,3.9e-07,-6e-07,0.99646238,0.99643801,0.99643855,0.99643856,1
2409,0.24,0.1,0.00856595,0.00410783,0.00437477,0.00437853,-0.00420953,0.00028815,3.8e-07,-1.11e-06,0.9956232,0.99558591,0.99558664,0.99558666,1
2410,0.24,0.11,0.01038562,0.0049902,0.00530603,0.00531139,-0.00510704,0.00034646,2e-07,-1.94e-06,0.99469144,0.99463658,0.99463751,0.99463754,1
2411,0.24,0.12,0.01238763,0.00596485,0.00633134,0.00633871,-0.00609606,0.00040923,-2.5e-07,-3.22e-06,0.99366575,0.99358765,0.99358872,0.99358876,1
2412,0.24,0.13,0.01457485,0.00703424,0.00745239,0.0074622,-0.00717863,0.00047605,-1.16e-06,-5.15e-06,0.99254462,0.99243642,0.99243751,0.99243756,1
2413,0.24,0.14,0.01695065,0.00820115,0.0086711,0.00868382,-0.0083571,0.00054642,-2.72e-06,-7.97e-06,0.99132635,0.99117985,0.99118076,0.9911808,1
2414,0.24,0.15,0.01951885,0.00946872,0.00998969,0.01000577,-0.00963422,0.00061977,-5.22e-06,-1.195e-05,0.99000902,0.98981458,0.98981495,0.98981497,1
2415,0.24,0.16,0.02228386,0.01084048,0.01141067,0.01143057,-0.01101319,0.00069537,-9e-06,-1.746e-05,0.98859052,0.9883368,0.98833609,0.98833604,1
2416,0.24,0.17,0.0252507,0.01232037,0.01293693,0.01296104,-0.01249767,0.00077241,-1.449e-05,-2.493e-05,0.98706846,0.98674228,0.98673971,0.98673953,1
2417,0.24,0.18,0.02842508,0.01391281,0.01457173,0.01460039,-0.01409185,0.00084994,-2.221e-05,-3.486e-05,0.98544018,0.98502627,0.98502072,0.9850203,1
2418,0.24,0.19,0.03181349,0.01562273,0.0163188,0.01635226,-0.01580055,0.00092686,-3.277e-05,-4.787e-05,0.9837027,0.98318347,0.9831734,0.98317257,1
2419,0.24,0.2,0.03542329,0.01745566,0.01818237,0.01822074,-0.01762921,0.00100191,-4.688e-05,-6.464e-05,0.98185267,0.98120793,0.98119126,0.98118977,1
2420,0.24,0.21,0.03926278,0.01941773,0.02016725,0.02021047,-0.01958403,0.00107367,-6.538e-05,-8.598e-05,0.97988633,0.97909295,0.97906694,0.97906444,1
2421,0.24,0.22,0.04334132,0.02151581,0.02227889,0.02232669,-0.02167198,0.00114051,-8.923e-05,-0.00011279,0.97779948,0.97683101,0.97679209,0.97678807,1
2422,0.24,0.23,0.04766942,0.02375756,0.02452346,0.02457534,-0.02390089,0.00120064,-0.00011952,-0.00014611,0.97558734,0.97441363,0.9743572,0.97435095,1
2423,0.24,0.24,0.05225888,0.02615152,0.02690796,0.02696311,-0.02627957,0.00125204,-0.00015748,-0.00018708,0.97324456,0.97183127,0.97175144,0.97174203,1
2424,0.24,0.25,0.05712289,0.02870717,0.02944032,0.0294976,-0.02881779,0.00129251,-0.00020448,-0.00023696,0.97076508,0.96907312,0.96896248,0.96894862,1
2425,0.24,0.26,0.06227615,0.03143511,0.03212947,0.03218735,-0.03152647,0.00131959,-0.00026201,-0.00029716,0.96814208,0.96612697,0.96597626,0.96595626,1
2426,0.24,0.27,0.06773504,0.03434711,0.03498553,0.03504206,-0.03441764,0.00133063,-0.00033175,-0.00036918,0.9653678,0.96297902,0.9627767,0.96274837,1
2427,0.24,0.28,0.0735177,0.03745622,0.03801988,0.03807262,-0.03750462,0.00132274,-0.00041548,-0.00045466,0.96243352,0.95961363,0.9593455,0.959306,1
2428,0.24,0.29,0.07964418,0.04077697,0.04124534,0.04129135,-0.04080197,0.00129284,-0.00051512,-0.00055533,0.95932936,0.95601311,0.95566176,0.95560745,1
2429,0.24,0.3,0.08613654,0.04432543,0.04467631,0.04471209,-0.04432563,0.0012376,-0.00063272,-0.00067303,0.95604418,0.95215747,0.95170168,0.95162795,1
2430,0.24,0.31,0.09301898,0.04811936,0.04832891,0.04835039,-0.04809288,0.00115356,-0.00077042,-0.00080965,0.95256541,0.94802412,0.94743816,0.94733926,1
2431,0.24,0.32,0.10031791,0.05217835,0.05222117,0.05222366,-0.0521224,0.00103705,-0.00093044,-0.00096715,0.94887892,0.94358756,0.94284048,0.94270919,1
2432,0.24,0.33,0.10806194,0.05652393,0.05637315,0.05635136,-0.05643417,0.00088432,-0.00111503,-0.0011475,0.94496885,0.93881916,0.93787379,0.93770122,1
2433,0.24,0.34,0.11628192,0.06117965,0.06080712,0.06075515,-0.06104946,0.00069152,-0.00132644,-0.00135262,0.94081748,0.93368676,0.93249881,0.93227403,1
2434,0.24,0.35,0.12501084,0.06617118,0.06554765,0.06545901,-0.06599061,0.00045482,-0.00156684,-0.00158435,0.93640511,0.92815448,0.92667136,0.92638107,1
2435,0.24,0.36,0.13428362,0.0715263,0.07062172,0.07048936,-0.07128087,0.00017049,-0.00183829,-0.00184437,0.9317099,0.92218244,0.92034205,0.91997015,1
2436,0.24,0.37,0.1441368,0.07727485,0.0760587,0.07587513,-0.07694403,-0.00016502,-0.0021426,-0.00213413,0.92670788,0.91572658,0.91345602,0.91298316,1
2437,0.24,0.38,0.1546081,0.08344863,0.08189038,0.08164769,-0.08300398,-0.00055493,-0.00248126,-0.00245473,0.92137291,0.90873864,0.90595274,0.90535587,1
2438,0.24,0.39,0.16573572,0.09008109,0.08815073,0.08784077,-0.08948413,-0.00100194,-0.0028553,-0.00280682,0.91567678,0.90116621,0.89776612,0.89701793,1
2439,0.24,0.4,0.17755741,0.09720697,0.09487563,0.09449019,-0.09640664,-0.0015081,-0.00326518,-0.00319047,0.90958947,0.89295309,0.88882476,0.8878932,1
2440,0.24,0.41,0.19010935,0.10486167,0.10210241,0.10163337,-0.10379146,-0.00207453,-0.0037106,-0.00360505,0.90307946,0.88403981,0.87905264,0.87790037,1
2441,0.24,0.42,0.20342462,0.11308043,0.10986907,0.10930871,-0.11165516,-0.00270123,-0.00419036,-0.00404903,0.89611434,0.8743646,0.86837015,0.86695408,1
2442,0.24,0.43,0.21753138,0.12189731,0.11821339,0.11755464,-0.1200096,-0.00338681,-0.00470218,-0.00451991,0.88866165,0.86386477,0.85669578,0.85496666,1
2443,0.24,0.44,0.23245078,0.13134375,0.12717162,0.12640837,-0.12886037,-0.00412823,-0.00524254,-0.00501401,0.88068989,0.85247856,0.84394841,0.84185055,1
2444,0.24,0.45,0.24819451,0.14144704,0.13677689,0.13590436,-0.13820511,-0.00492057,-0.00580656,-0.00552639,0.87216994,0.84014753,0.83005024,0.82752142,1
2445,0.24,0.46,0.26476221,0.15222838,0.14705739,0.14607246,-0.14803177,-0.00575679,-0.00638786,-0.00605079,0.86307671,0.82681957,0.81493055,0.81190215,1
2446,0.24,0.47,0.28213885,0.16370082,0.15803418,0.15693577,-0.15831695,-0.00662764,-0.00697859,-0.00657961,0.85339101,0.81245231,0.79853011,0.79492757,1
2447,0.24,0.48,0.30029221,0.17586716,0.16971899,0.16850832,-0.16902446,-0.0075216,-0.00756942,-0.00710397,0.84310164,0.79701699,0.78080609,0.77654974,1
2448,0.24,0.49,0.31917086,0.18871784,0.18211184,0.18079273,-0.18010431,-0.00842497,-0.00814971,-0.0076139,0.8322075,0.78050241,0.76173726,0.75674353,1
2449,0.24,0.5,0.33870279,0.20222923,0.19519904,0.19377803,-0.19149232,-0.00932215,-0.0087078,-0.00809861,0.82071954,0.76291875,0.74132899,0.7355121,1
2450,0.24,0.51,0.35879515,0.21636234,0.20895152,0.20743793,-0.20311054,-0.01019604,-0.00923142,-0.00854689,0.80866235,0.74430076,0.71961766,0.71289165,1
2451,0.24,0.52,0.37933526,0.23106241,0.22332389,0.22172969,-0.21486871,-0.01102868,-0.00970815,-0.0089476,0.79607518,0.72470996,0.69667372,0.68895491,1
2452,0.24,0.53,0.40019303,0.24625934,0.2382544,0.23659401,-0.22666666,-0.01180198,-0.01012605,-0.00929021,0.78301206,0.70423536,0.672603,0.66381259,1
2453,0.24,0.54,0.42122484,0.26186926,0.25366606,0.25195587,-0.23839768,-0.01249851,-0.01047424,-0.00956538,0.76954102,0.68299241,0.6475458,0.63761261,1
2454,0.24,0.55,0.44227869,0.27779705,0.26946871,0.26772661,-0.24995265,-0.01310245,-0.01074355,-0.00976547,0.75574226,0.66112008,0.62167342,0.61053649,1
2455,0.24,0.56,0.46320015,0.29393987,0.28556225,0.28380697,-0.26122448,-0.01360029,-0.01092694,-0.00988501,0.74170534,0.6387761,0.59518249,0.58279335,2
2456,0.24,0.57,0.48383863,0.31019112,0.30184052,0.30009095,-0.27211265,-0.01398148,-0.01101994,-0.00992095,0.72752573,0.61613082,0.5682872,0.55461171,2
2457,0.24,0.58,0.50405339,0.32644479,0.31819557,0.31647014,-0.28252723,-0.01423892,-0.01102076,-0.0098728,0.71330086,0.59336014,0.54121043,0.52622992,2
2458,0.24,0.59,0.52371873,0.34259946,0.33452198,0.33283797,-0.29239205,-0.01436904,-0.01093033,-0.00974253,0.69912618,0.57063822,0.51417436,0.49788617,2
2459,0.24,0.6,0.5427279,0.35856192,0.35072069,0.34909378,-0.30164691,-0.01437181,-0.01075204,-0.00953439,0.68509156,0.54813074,0.48739169,0.46980894,2
2460,0.24,0.61,0.56099551,0.37424991,0.36670218,0.36514601,-0.31024853,-0.0142504,-0.01049143,-0.00925449,0.67127829,0.52598911,0.46105804,0.44220878,2
2461,0.24,0.62,0.57845846,0.38959385,0.38238875,0.38091468,-0.31817046,-0.01401073,-0.01015573,-0.00891037,0.65775689,0.50434619,0.43534615,0.415272,2
2462,0.24,0.63,0.59507536,0.40453775,0.39771575,0.39633274,-0.32540195,-0.01366091,-0.00975335,-0.00851052,0.64458586,0.48331357,0.4104021,0.38915649,2
2463,0.24,0.64,0.61082499,0.41903915,0.41263203,0.41134663,-0.3319462,-0.01321061,-0.00929343,-0.00806393,0.63181121,0.46298042,0.38634358,0.36398976,2
2464,0.24,0.65,0.62570383,0.43306834,0.42709949,0.42591598,-0.33781814,-0.01267051,-0.00878533,-0.00757965,0.6194668,0.44341371,0.36325989,0.33986883,2
2465,0.24,0.66,0.63972327,0.44660721,0.44109216,0.4400127,-0.34304204,-0.01205172,-0.00823834,-0.00706648,0.60757512,0.42465954,0.34121341,0.31686177,2
2466,0.24,0.67,0.65290658,0.45964764,0.45459483,0.45361971,-0.34764913,-0.01136537,-0.00766127,-0.00653266,0.59614861,0.40674518,0.3202421,0.2950103,2
2467,0.24,0.68,0.66528602,0.47218987,0.46760148,0.46672939,-0.35167544,-0.01062224,-0.00706235,-0.00598576,0.58519103,0.38968158,0.30036258,0.27433305,2
2468,0.24,0.69,0.67690022,0.48424083,0.48011368,0.47934196,-0.35515986,-0.0098325,-0.00644901,-0.00543251,0.57469901,0.37346603,0.2815735,0.25482922,2
2469,0.24,0.7,0.68779185,0.4958126,0.49213904,0.49146396,-0.35814259,-0.00900557,-0.00582786,-0.00487878,0.56466348,0.35808485,0.26385894,0.23648211,2
2470,0.24,0.71,0.69800576,0.50692106,0.50368978,0.50310679,-0.36066386,-0.00814997,-0.00520462,-0.00432958,0.55507105,0.34351579,0.24719154,0.21926263,2
2471,0.24,0.72,0.7075874,0.51758465,0.51478151,0.51428545,-0.36276297,-0.00727335,-0.00458421,-0.0037891,0.54590516,0.32973029,0.23153537,0.20313228,2
2472,0.24,0.73,0.71658172,0.52782348,0.52543212,0.52501744,-0.36447763,-0.00638241,-0.00397073,-0.00326077,0.53714713,0.31669537,0.21684842,0.18804591,2
2473,0.24,0.74,0.72503228,0.53765846,0.53566096,0.53532185,-0.36584347,-0.00548302,-0.00336757,-0.00274732,0.52877695,0.30437519,0.20308468,0.17395392,2
2474,0.24,0.75,0.73298066,0.54711074,0.54548812,0.54521867,-0.36689381,-0.00458021,-0.00277745,-0.00225085,0.52077403,0.29273237,0.19019584,0.16080418,2
